"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"The self-conscious brain, like the self-conscious heart, is a disorder, and manifests itself in the acute feeling of separation between ""I"" and my experience. The brain can only assume its proper behavior when consciousness is doing what it is designed for: not writhing and whirling to get out of present experience, but being effortlessly aware of it.","Wisdom Of Insecurity","Alan W Watts","","","","","","","2024-09-21T17:28:19","","319","14","false","false","","","2024-09-21T17:28:19","2025-12-20T09:30:27.476834","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"After all this, the brain deserves a word for itself!
For the brain, including its reasoning and calculating centers, is a part and product of the body. It is as natural as the heart and stomach, and, rightly used, is anything but an enemy of man. But to be used rightly it must be put in its place, for the brain is made for man, not man for his brain. In other words, the function of the brain is to serve the present and the real, not to send man chasing wildly after the evolutionary modern day needs phantom of the future.","Wisdom Of Insecurity","Alan W Watts","","discrepancy between evolutionary and modern day needs","","","","","2024-09-21T17:27:47","","299","14","false","false","","","2024-09-21T17:27:47","2025-12-20T09:30:27.154264","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"… ""a house divided against itself cannot stand."" The whole organism is perverse because the brain is split from the belly and the head unconscious of its union with the tail.","Wisdom Of Insecurity","Alan W Watts","","","","","","","2024-09-21T17:25:20","","311","14","false","false","","","2024-09-21T17:25:20","2025-12-20T09:30:27.388235","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"In other words, the interests and goals of rationality are not those of man as a whole organism. If we are to continue to live for the future, and to make the chief work of the mind prediction and calculation, man must eventually become a parasitic appendage to a mass of clockwork.","Wisdom Of Insecurity","Alan W Watts","","This is a criticism of Stoicism","","","","","2024-09-21T17:24:15","","318","14","false","false","","","2024-09-21T17:24:15","2025-12-20T09:30:27.464842","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"But tomorrow and plans for tomorrow can have no significance at all unless you are in full contact with the reality of the present, since it is in the present and only in the present that you live. There is no other reality than present reality, so that, even if one were to live for endless ages, to live for the future would be to miss the point everlastingly.","Wisdom Of Insecurity","Alan W Watts","","","","","","","2024-09-21T17:22:09","","310","14","true","false","","","2024-09-21T17:22:09","2025-12-20T09:30:27.376867","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"When man can name and define himself, he feels that he has an identity. Thus he begins to feel, like the word, separate and static, as over against the real, fluid world of nature.","Wisdom Of Insecurity","Alan W Watts","","Identification with thought","","","","","2024-09-21T17:21:09","","309","14","false","false","","","2024-09-21T17:21:09","2025-12-20T09:30:27.362643","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"To be meaningful, life must be understandable in terms of fixed ideas and laws, and these in turn must correspond to unchanging and eternal realities behind the shifting scene. But if this is what ""making sense out of life"" means, we have set ourselves the impossible task of making fixity out of flux.","Wisdom Of Insecurity","Alan W Watts","","archetypes/symbols (e.g., Carl Jung, Jordan Peterson)","","","","","2024-09-21T17:19:41","","308","14","false","false","","","2024-09-21T17:19:41","2025-12-20T09:30:27.344799","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"If you look at it carefully, you will see that consciousness-the thing you call ""I"" —is really a stream of experiences, of sensations, thoughts, and feelings in constant motion. But because these experiences include memories, we have the impression that ""I"" is something solid and still, like a tablet upon which life is writing a record.","Wisdom Of Insecurity","Alan W Watts","","non-dualistic view of the mind","","","","","2024-09-21T17:17:51","","307","14","false","false","","","2024-09-21T17:17:51","2025-12-20T09:30:27.322858","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"Perhaps the most exasperating thing about ""me,"" about nature and the universe, is that it will never ""stay put."" It is like a beautiful woman who will never be caught, and whose very flightiness is her charm. For the perishability and changefulness of the world is part and parcel of its liveliness and loveliness.","Wisdom Of Insecurity","Alan W Watts","","Moving targets: we keep on desiring what we don’t have, thereby staying on the “hedonic thread mill”.","","","","","2024-09-21T17:15:33","","300","14","false","false","","","2024-09-21T17:15:33","2025-12-20T09:30:27.174427","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"This kind of living in the fantasy of expectation rather than the reality of the present is the special trouble of those business men who live entirely to make money. So many people of wealth understand much more about making and saving money than about using and enjoying it.","Wisdom Of Insecurity","Alan W Watts","","sheds light on the problem of manifesting and imaging that you are who you wish to be (e.g., Goddard, 1961): you are not present","","","","","2024-09-21T17:13:34","","306","14","false","false","","","2024-09-21T17:13:34","2025-12-20T09:30:27.302725","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"The power of memories and expectations is such that for most human beings the past and the future are not as real, but more real than the present. The present cannot be lived happily unless the past has been ""cleared up"" and the future is bright with promise.","Wisdom Of Insecurity","Alan W Watts","","living in the future (related to degree of conscientiousness) and in the past (rumination) is the fundamental threat to mindfulness","","","","","2024-09-21T17:11:04","","317","14","false","false","","","2024-09-21T17:11:04","2025-12-20T09:30:27.454253","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"Under these circumstances, the life that we live is a contradiction and a conflict. Because consciousness must involve both pleasure and pain, to strive for pleasure to the exclusion of pain is, in effect, to strive for the loss of consciousness. Because such a loss is in principle the same as death, this means that the more we struggle for life (as pleasure), the more we are actually killing what we love.","Wisdom Of Insecurity","Alan W Watts","","","","","","","2024-09-21T17:09:00","","316","14","false","false","","","2024-09-21T17:09:00","2025-12-20T09:30:27.444214","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"If, then, we are to be fully human and fully alive and aware, it seems that we must be willing to suffer for our pleasures. Without such willingness there can be no growth in the intensity of consciousness.","Wisdom Of Insecurity","Alan W Watts","","The stoic ideal opposes this idea","","","","","2024-09-21T17:07:24","","314","14","false","false","","","2024-09-21T17:07:24","2025-12-20T09:30:27.424770","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"At once new myths come into being-political and economic myths with extravagant promises of the best of futures in the present world. These myths give the individual a certain sense of meaning by making him part of a vast social effort, in which he loses something of his own emptiness and loneliness.","Wisdom Of Insecurity","Alan W Watts","","search for purpose that religion seems to offer may be replaced by activism","","","","","2024-09-21T17:04:30","","305","14","false","false","","","2024-09-21T17:04:30","2025-12-20T09:30:27.282639","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"The modern scientist is not so naive as to deny God because he cannot be found with a telescope, or the soul because it is not revealed by the scalpel. He has merely noted that the idea of God is logically unnecessary. He even doubts that it has any meaning. It does not help him to explain anything which he cannot explain in some other, and simpler, way.","Wisdom Of Insecurity","Alan W Watts","","the law of parsimony; there is no empirical evidence of god, nor is its existence required for explaining the universe and its phenomena.","","","","","2024-09-21T17:01:51","","304","14","false","false","","","2024-09-21T17:01:51","2025-12-20T09:30:27.258431","2025-12-20T09:30:27.105182","2025-12-20T09:30:27.105938"
"REALITY IS INTRINSICALLY free because it is changing, uncertain, contingent, and empty. It is a dynamic play of relationships. Awakening to this reveals our own intrinsic freedom, for we too are by nature a dynamic play of relationships.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-21T00:00:00","","233","8","false","false","","","2024-09-21T00:00:00","2025-12-20T09:30:25.072906","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Freedom is never absolute; it is always relative to something else: freedom from constraints, freedom to act, freedom for others.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","265","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:26.024824","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Experience cannot be accounted for by simply confining it to a conceptual category. Its ultimate ambiguity is that it is simultaneously knowable and unknowable","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","232","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:25.041746","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"AS LONG AS you are unmindful of the breath, it carries on in its own way. But as soon as you start paying attention to it, you tend to constrain it. Even if you tell yourself: “Just observe it as it is,” the very act of self-conscious observation makes it stilted and controlled. You might have the sense that “I am breathing” rather than “it breathes.”
Try this: at the end of the next out-breath, just wait for the following in-breath to occur—as though you were a cat waiting for a mouse to emerge from its hole. You know that the next in-breath will come, but you have no idea precisely when.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","231","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:25.009833","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"We are are own jailers. We keep ourselves unfree by clinging, out of confusion and fear, to a self that exists independently of all conditions","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","230","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:24.981904","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"the freedom of awakening is a relative freedom from the constraints of self-centered confusion and turmoil, from the craving for a fixed identity, from the compulsion to contrive a perfect situation, from identification with preconceived opinions, and from the anguish that originates in such attachments.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","229","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:24.953895","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"The selfless vulnerability of compassion requires the vigilant protection of mindful awareness.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-20T00:00:00","","228","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:24.926030","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Freedom","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-20T00:00:00","","223","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:24.753571","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Compassion","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-20T00:00:00","","222","8","false","false","","","2024-09-20T00:00:00","2025-12-20T09:30:24.699464","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"There is nothing thinglike about me at all. I am more like an unfolding narrative.
As we become aware of all this, we can begin to assume greater responsibility for the course of our lives. Instead of clinging to habitual behavior and routines as a means to secure this sense of self, we realize the freedom to create who we are.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-19T00:00:00","","227","8","true","false","","","2024-09-19T00:00:00","2025-12-20T09:30:24.894136","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"The self may not be something, but neither is it nothing. It is simply ungraspable, unfindable. I am who I am not because of an essential self hidden away in the core of my being but because of the unprecedented and unrepeatable matrix of conditions that have formed me.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-19T00:00:00","","226","8","false","false","","","2024-09-19T00:00:00","2025-12-20T09:30:24.867504","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Noticing how things emerge from and fade back into an unbroken flow of conditions begins to free us a little. We recognize how things are relatively, not absolutely, desirable or fearful. They interconnect and interact, each contingent on the others, no one of them intrinsically separate from the rest.
Whatever emerges in this way is devoid of an intrinsic identity: in other words, things are empty. They are not as opaque and solid as they seem: they are transparent and fluid. They are not as singular and straightforward as they seem: they are complex and ambiguous.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-19T00:00:00","","225","8","false","false","","","2024-09-19T00:00:00","2025-12-20T09:30:24.839040","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"When I see the snake in the shed, everything I have ever known or feared about snakes configures my sense of the world at that moment. And as I stand there frozen in terror, possible actions flash before me: do I rush for the door? tiptoe out slowly? scare it away? kill it?
But these seemingly irresistible feelings, perceptions, and impulses are not the only options. For in the immediacy of that experience lies the freedom to see more clearly. I can stop, pay attention to the breath, feel my beating heart, and remember to be aware. Then I may respond with care and intelligence to the snake’s presence. Or realize it is just a coil of hose.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-19T00:00:00","","224","8","false","false","","","2024-09-19T00:00:00","2025-12-20T09:30:24.809883","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Emptiness","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-19T00:00:00","","213","8","false","false","","","2024-09-19T00:00:00","2025-12-20T09:30:24.386091","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Instead of a fixed nugget of “me,” you find yourself experiencing a medley of sensations, moods, perceptions, and intentions, working together like the crew of a boat, steered by the skipper of attention.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-18T00:00:00","","221","8","false","false","","","2024-09-18T00:00:00","2025-12-20T09:30:24.671475","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"The world is so saturated with the meanings given to it that those meanings seem to reside in the things themselves","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-18T00:00:00","","220","8","false","false","","","2024-09-18T00:00:00","2025-12-20T09:30:24.638714","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"I may be able to ease the spasm of self-centeredness by realizing that I am not a fixed essence but an interactive cluster of processes.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-18T00:00:00","","219","8","false","false","","","2024-09-18T00:00:00","2025-12-20T09:30:24.606998","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"To meditate is to probe with intense sensitivity each glimmer of color, each cadence of sound, each touch of another’s hand, each fumbling word that tries to utter what cannnot be said.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-18T00:00:00","","218","8","false","false","","","2024-09-18T00:00:00","2025-12-20T09:30:24.574997","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Becoming","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-18T00:00:00","","204","8","false","false","","","2024-09-18T00:00:00","2025-12-20T09:30:24.069946","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"The task of awareness is to catch the impulse at its inception, to notice the very first hint of resentment coloring our feelings and perceptions. But such precision requires a focused mind.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-13T00:00:00","","217","8","false","false","","","2024-09-13T00:00:00","2025-12-20T09:30:24.543592","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awareness is a process of deepening self-acceptance. It is neither a cold, surgical examination of life nor a means of becoming perfect. Whatever it observes, it embraces.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-13T00:00:00","","216","8","false","false","","","2024-09-13T00:00:00","2025-12-20T09:30:24.506771","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awareness","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-13T00:00:00","","203","8","false","false","","","2024-09-13T00:00:00","2025-12-20T09:30:24.022010","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"When we are faced with the unprecedented and unrepeatable complexities of this moment, the question is not “What is the right thing to do?” but “What is the compassionate thing to do?” This question can be approached with integrity but not with certainty. In accepting that every action is a risk, integrity embraces the fallibility that certainty disdainfully eschews.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-11T00:00:00","","264","8","true","false","","","2024-09-11T00:00:00","2025-12-20T09:30:26.005587","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Self-confidence is not a form of arrogance. It is trust in our capacity to awaken. It is both the courage to face whatever life throws at us without losing equanimity, and the humility to treat every situation we encounter as one from which we can learn.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-11T00:00:00","","263","8","true","false","","","2024-09-11T00:00:00","2025-12-20T09:30:25.986464","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Resolve is activated by self-confidence, which in turn depends on the kind of self-image we have. If we see ourselves as insignificant, always in the shadow of others, then the slightest hardship will seem daunting.","Buddhism without Beliefs","Stephen Batchelor","","Isn’t the self an illusion according to Buddhism? He must be talking about a wider sense of self","","","","","2024-09-11T00:00:00","","262","8","false","false","","","2024-09-11T00:00:00","2025-12-20T09:30:25.967243","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"For true friends seek not to coerce us, even gently and reasonably, into believing what we are unsure of.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-11T00:00:00","","215","8","true","false","","","2024-09-11T00:00:00","2025-12-20T09:30:24.471847","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"In terms of dharma practice, a true friend is more than just someone with whom we share common values and who accepts us for what we are. Such a friend is someone whom we can trust to refine our understanding of what it means to live, who can guide us when we’re lost and help us find the way along a path, who can assuage our anguish through the reassurance of his or her presence.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-11T00:00:00","","214","8","false","false","","","2024-09-11T00:00:00","2025-12-20T09:30:24.437153","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Friendship","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-11T00:00:00","","202","8","false","false","","","2024-09-11T00:00:00","2025-12-20T09:30:23.973583","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Integrity","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-11T00:00:00","","201","8","false","false","","","2024-09-11T00:00:00","2025-12-20T09:30:23.862111","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Meditation is the act of calling of the search. It is the art of doing nothing","Waking Up: A Guide to Spirituality Without Religion","Sam Harris","","","","","","","2024-09-10T17:03:17.720250","","347","15","true","false","","","2024-09-10T17:03:17.720250","2025-12-20T09:30:28.324869","2025-12-20T09:30:28.269091","2025-12-20T09:30:28.269737"
"There is no hierarchy among these purposes; one is not “better” than the other; we do not “progress” from one to the next. They each have their time and place.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-10T00:00:00","","261","8","false","false","","","2024-09-10T00:00:00","2025-12-20T09:30:25.947312","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awakening is the purpose that enfolds all purposes. Whatever we do is meaningful to the extent that it leads to awakening, meaningless to the extent that it leads away from it. Dharma practice is the process of awakening itself: the thoughts, words, and deeds that weave the unfolding fabric of experience into a coherent whole. And this process is participatory: sustained and matured by communities of friendships.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-10T00:00:00","","260","8","false","false","","","2024-09-10T00:00:00","2025-12-20T09:30:25.925964","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Wealth and success are all very well; but once we have them their allure fades. It is like climbing a mountain. We expend great energy and hope on reaching the top, only to find when we get there that it is dwarfed by another even higher ridge.","Buddhism without Beliefs","Stephen Batchelor","","Hedonic threadmill","","","","","2024-09-10T00:00:00","","259","8","true","false","","","2024-09-10T00:00:00","2025-12-20T09:30:25.907479","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Resolve","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-10T00:00:00","","258","8","false","false","","","2024-09-10T00:00:00","2025-12-20T09:30:25.878551","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Agnosticism is no excuse for indecision. If anything, it is a catalyst for action; for in shifting concern away from a future life and back to the present, it demands an ethics of empathy rather than a metaphysics of fear and hope.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-10T00:00:00","","257","8","true","false","","","2024-09-10T00:00:00","2025-12-20T09:30:25.859442","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Irrespective of our personal survival, the legacy of our thoughts, words, and deeds will continue through the impressions we leave behind in the lives of those we have influenced or touched in any way.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-09T00:00:00","","256","8","false","false","","","2024-09-09T00:00:00","2025-12-20T09:30:25.843795","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"A central Buddhist idea, however, is that no such intrinsic self can be found through analysis or realized in meditation. Such a deep-seated sense of personal identity is a fiction, a tragic habit that lies at the root of craving and anguish.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-09T00:00:00","","255","8","false","false","","","2024-09-09T00:00:00","2025-12-20T09:30:25.828544","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"One of the great realizations of the Enlightenment was that an atheistic materialist could be just as moral a person as a believer—even more so.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-09T00:00:00","","254","8","false","false","","","2024-09-09T00:00:00","2025-12-20T09:30:25.814059","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Rebirth","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-09T00:00:00","","253","8","false","false","","","2024-09-09T00:00:00","2025-12-20T09:30:25.782769","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awareness of death can jolt us awake to the sensuality of existence. Breath is no longer a routine inhalation of air but a quivering intake of life.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-07T00:00:00","","252","8","true","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.747185","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"By meditating on death, we paradoxically become conscious of life.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-07T00:00:00","","251","8","true","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.696861","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Reflective meditation is a way of translating thoughts into the language of feeling.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-07T00:00:00","","250","8","false","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.659917","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"It is as though I am in a boat that floats steadily downstream. I gaze over the stern, admiring the landscape that spreads out behind the vessel. So absorbed am I in what I behold that I forget that I am drifting inexorably toward a waterfall that drops for hundreds of feet.","Buddhism without Beliefs","Stephen Batchelor","","Nice metaphor","","","","","2024-09-07T00:00:00","","249","8","false","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.630022","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"To meditate on the certainty of death and the uncertainty of its time helps transform the experience of another’s death from an awkward discomfiture into an awesome and tragic conclusion to the transience that lies at the heart of all life.
Over time such meditation penetrates our primary sense of being in the world at all. It helps us value more deeply our relationships with others, whom we come to regard as transient as ourselves. It evokes the poignancy implicit in the transitoriness of all things.","Buddhism without Beliefs","Stephen Batchelor","","Similar to the stoics in the sense that they too meditate on death and its certainty; although they may do it primarily to avoid suffering rather than to achieve a mindful state.","","","","","2024-09-07T00:00:00","","248","8","false","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.601275","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Death","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-07T00:00:00","","247","8","false","false","","","2024-09-07T00:00:00","2025-12-20T09:30:25.553129","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"In one sense, we already know this world: in rare moments with nature, a lover, a work of art.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-06T00:00:00","","246","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.525014","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Anguish emerges from craving for life to be other than it is. It is the symptom of flight from birth and death, from the pulse of the present. It is the gnawing mood of unease that haunts the clinging to “me” and “mine.”","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-06T00:00:00","","245","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.491653","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"And instead of a coherent personality that stretches back in an unbroken line to a first memory and looks forward to an indefinite future, we discover a self ridden with gaps and ambiguities. Who “I am” appears coherent only because of the monologue we keep repeating, editing, censoring, and embellishing in our heads.","Buddhism without Beliefs","Stephen Batchelor","","We may notice this through meditation","","","","","2024-09-06T00:00:00","","244","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.463365","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"TRY THIS EXERCISE. Find a quiet, comfortable place. This may be just the corner of a bedroom or study. Then settle into a chair or, if you prefer, sit cross-legged on a cushion on the floor. Make sure your back is unsupported and upright but not tense. Incline your head downward, so your gaze naturally falls about three feet in front of you.
Shut your eyes. Rest your hands in your lap or on your knees. Check to see if there are any points of tension in the body: the shoulders, the neck, around the eyes. Relax them. Become aware of your bodily contact with the ground. Make sure that you are steady and balanced. Notice the subtle polyphony of sounds around you, take note of any sensations in the body, be conscious of your mood of the moment. Don’t judge these things or seek to change them: accept them for what they are.
Take three long, slow, deep breaths. Don’t imagine the breath as some invisible stuff entering and leaving your nostrils; notice the bodily sensations (even the trivial ones like the shifting contact of your skin with your undershirt) that make up the act of breathing[…]","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-06T00:00:00","","243","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.434459","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Anguish","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-06T00:00:00","","242","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.387653","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"The dharma is not a belief by which you will be miraculously saved. It is a method to be investigated and tried out.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-06T00:00:00","","241","8","false","true","","","2024-09-06T00:00:00","2025-12-20T09:30:25.361353","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Agnosticism","Buddhism without Beliefs","Stephen Batchelor","",".h1","","h1","","","2024-09-06T00:00:00","","240","8","false","false","","","2024-09-06T00:00:00","2025-12-20T09:30:25.316142","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Awakening is indeed close by—and supreme effort is required to realize it. Awakening is indeed far away—and readily accessible.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-05T00:00:00","","212","8","false","false","","","2024-09-05T00:00:00","2025-12-20T09:30:24.358663","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Just as a garden needs to be protected, tended, and cared for, so do ethical integrity, focused awareness, and understanding.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-05T00:00:00","","211","8","false","false","","","2024-09-05T00:00:00","2025-12-20T09:30:24.334061","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"Cessation of craving is like a momentary gap in the clouds. The sun shines brilliantly for a few moments, only to be covered over again. We find ourselves back in the humbling fog of anguish, craving, habit, restlessness, distraction. But with a difference: now we know where this track goes.","Buddhism without Beliefs","Stephen Batchelor","","","","","","","2024-09-05T00:00:00","","210","8","false","false","","","2024-09-05T00:00:00","2025-12-20T09:30:24.305904","2025-12-20T09:30:23.866758","2025-12-20T09:30:23.867699"
"It is difficult to win an argument, or even begin one, if you have not carefully articulated what you want (or do not) and need (or do not).","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015900","","358","16","false","true","","","2024-09-04T04:15:14.015900","2025-12-20T09:30:28.584755","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
"If you want to become invaluable in a workplace—in any community—just do the useful things no one else is doing.","Beyond Order: 12 More Rules for Life","Jordan B. Peterson","","","","","","","2024-09-04T04:15:14.015883","","357","16","false","false","","","2024-09-04T04:15:14.015883","2025-12-20T09:30:28.568782","2025-12-20T09:30:28.414973","2025-12-20T09:30:28.416134"
